phylum,class,order,family,genus,species,jrk_template,Phylum,Class,Order,Family,COMMENT.on.genus,primary_lifestyle,Secondary_lifestyle,Comment_on_lifestyle_template,Endophytic_interaction_capability_template,Plant_pathogenic_capacity_template,Decay_substrate_template,Decay_type_template,Aquatic_habitat_template,Animal_biotrophic_capacity_template,Specific_hosts,Growth_form_template,Fruitbody_type_template,Hymenium_type_template,Ectomycorrhiza_exploration_type_template,Ectomycorrhiza_lineage_template,primary_photobiont,secondary_photobiont
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Serendipitaceae_sp;sh__SH0041398.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Homophron,Homophron_cernuum;sh__SH0079473.10FU,jrk03904,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0142324.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_sp,jrk05357,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,litter_saprotroph,root-associated,wood_saprotroph_many_species,root-associated,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta;sh__SH0179873.10FU,jrk09900,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,partly_aquatic,animal-associated/opportunistic_human_parasite,,yeast,none,none,,,,
Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_atrocoeruleum;sh__SH0160614.10FU,jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,
Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_oblongisporum;sh__SH0068100.10FU,jrk08105,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales family incertae sedis,,litter_saprotroph,,ectomycorrhizal_many_species,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/cantharellus,,
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_sp;sh__SH0005441.10FU,jrk01836,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Amblyosporium,Amblyosporium_botrytis;sh__SH0003495.10FU,jrk00281,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,,mycoparasite,fungal_decomposer,,,,fungal_material,,,,,filamentous_mycelium,none,,,,,
Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,Clavulinaceae_gen_Incertae_sedis,Clavulinaceae_sp;sh__SH0148096.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_sp;sh__SH0192877.10FU,jrk05302,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",chitinolytic,partly_aquatic,opportunistic_human_parasite,,filamentous_mycelium,none,none,,,,
Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp;sh__SH0008372.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Hyaloscyphaceae_sp;sh__SH0110911.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Russulales,Russulaceae,Russula,Russula_amethystina;sh__SH0152195.10FU,jrk07726,Basidiomycota,Agaricomycetes,Russulales,Russulaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/russula-lactarius,,
Mucoromycota,Umbelopsidomycetes,GS23,GS23_fam_Incertae_sedis,GS23_gen_Incertae_sedis,GS23_sp;sh__SH0086931.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,Piloderma,Piloderma_olivaceum;sh__SH0195986.10FU,jrk06623,Basidiomycota,Agaricomycetes,Atheliales,Atheliaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/piloderma,,
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Leohumicola,Leohumicola_sp;sh__SH0118613.10FU,jrk04577,Ascomycota,Leotiomycetes,Helotiales,Helotiales family incertae sedis,,soil_saprotroph,ericoid_mycorrhizal,,root_endophyte_dark_septate,root-associated,"soil,roots",,non-aquatic,,,filamentous_mycelium,none,none,,,,
Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0102567.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Leccinum,Leccinum_versipelle;sh__SH0145086.10FU,jrk04527,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,poroid,long-distance,/boletus,,
Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,Sistotrema_sp;sh__SH0076535.10FU,jrk08105,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellales family incertae sedis,,litter_saprotroph,,ectomycorrhizal_many_species,,,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,corticioid,smooth,medium-distance_fringe,/cantharellus,,
Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Pleosporales,Anteagloniaceae,Anteaglonium,Anteaglonium_sp;sh__SH0106509.10FU,jrk00426,Ascomycota,Dothideomycetes,Pleosporales,Anteagloniaceae,,wood_saprotroph,,,,,wood,,,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",,,,,
Ascomycota,Sordariomycetes,Sordariomycetes_ord_Incertae_sedis,Sordariomycetes_fam_Incertae_sedis,Sordariomycetes_gen_Incertae_sedis,Sordariomycetes_sp;sh__SH0155202.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Russulales,Xenasmataceae,Xenasmatella,Xenasmatella_sp;sh__SH0156561.10FU,jrk09408,Basidiomycota,Agaricomycetes,Polyporales,Xenasmataceae,,wood_saprotroph,,,,,wood,white_rot,non-aquatic,,,filamentous_mycelium,corticioid,smooth,,,,
Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Thelephoraceae_gen_Incertae_sedis,Thelephoraceae_sp;sh__SH0126318.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Kurtzmaniella,Kurtzmaniella_sp;sh__SH0103669.10FU,jrk04400,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,,nectar/tap_saprotroph,,,,,sugar-rich_substrates,,non-aquatic,arthropod-associated,,yeast,none,none,,,,
Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrocybe,Hygrocybe_sp,jrk03999,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp;sh__SH0024012.10FU,jrk00567,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,none,none,,,,
Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Helicoon,Helicoon_myosuroides;sh__SH0172022.10FU,jrk03752,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,"polyphyletic, some species belong to Pleurotheciales (Sordariomycetes)",wood_saprotroph,litter_saprotroph,,,,"wood,leaf/fruit/seed",,partly_freshwater_(partly_non-aquatic),,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,Rickenella,Rickenella_fibula;sh__SH0128963.10FU,jrk07617,Basidiomycota,Agaricomycetes,Hymenochaetales,Rickenellaceae,,plant_pathogen,bryophilous,root-associated_R._minuta,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,mosses,filamentous_mycelium,agaricoid,gills,,,,
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0102562.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavariaceae_gen_Incertae_sedis,Clavariaceae_sp;sh__SH0150053.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,Hebeloma,Hebeloma_sp,jrk03722,Basidiomycota,Agaricomycetes,Agaricales,Hymenogastraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/hebeloma-alnicola,,
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Arborispora,Arborispora_multisurcularis;sh__SH0089109.10FU,jrk00565,Ascomycota,Ascomycota class incertae sedis,Ascomycota order incertae sedis,Ascomycota family incertae sedis,,,,,,,,,,,,,,,,,,
Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0008363.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Microbotryomycetes,Leucosporidiales,Leucosporidiaceae,Leucosporidium,Leucosporidium_sp;sh__SH0194996.10FU,jrk04665,Basidiomycota,Microbotryomycetes,Microbotryales,Leucosporidiaceae,,soil_saprotroph,,,,,soil,,partly_aquatic,,,yeast,none,none,,,,
Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA,jrk02963,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,,soil_saprotroph,unspecified_symbiotroph,"CHEGD_symbiotrophs,ectomycorrhizal_ca_10%_of_species",root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,medium-distance_smooth,/entoloma,,
Ascomycota,Pezizomycotina_cls_Incertae_sedis,Pezizomycotina_ord_Incertae_sedis,Pezizomycotina_fam_Incertae_sedis,Pezizomycotina_gen_Incertae_sedis,Pezizomycotina_sp;sh__SH0017291.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,Phaeococcomyces,NA,jrk06377,Ascomycota,Arthoniomycetes,Lichenostigmatales,Phaeococcomycetaceae,,unspecified_saprotroph,,,,,,,non-aquatic,,,dimorphic_yeast,none,,,,,
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,Hygrophorus,Hygrophorus_hypothejus;sh__SH0184141.10FU,jrk04002,Basidiomycota,Agaricomycetes,Agaricales,Hygrophoraceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/hygrophorus,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_pullulans;sh__SH0130703.10FU,jrk00798,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,,sooty_mold,litter_saprotroph,hyperviariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,animal_material,sugar-rich_substrates",,partly_aquatic,animal_parasite,,dimorphic_yeast,none,,,,,
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,Solicoccozyma,Solicoccozyma_terricola;sh__SH0074687.10FU,jrk08137,Basidiomycota,Tremellomycetes,Filobasidiales,Piskurozymaceae,,soil_saprotroph,epiphyte,,,,soil,,partly_aquatic,,,yeast,none,none,,,,
Ascomycota,Eurotiomycetes,Chaetothyriales,Chaetothyriales_fam_Incertae_sedis,Chaetothyriales_gen_Incertae_sedis,Chaetothyriales_sp;sh__SH0062378.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mucoromycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,Hygrophoropsis,Hygrophoropsis_sp;sh__SH0070454.10FU,jrk04001,Basidiomycota,Agaricomycetes,Boletales,Hygrophoropsidaceae,,litter_saprotroph,wood_saprotroph,,,,"wood,leaf/fruit/seed",,non-aquatic,,,filamentous_mycelium,agaricoid,gills,,,,
Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiales_fam_Incertae_sedis,Rhizophydiales_gen_Incertae_sedis,Rhizophydiales_sp;sh__SH0021417.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Lepraria,Lepraria_incana;sh__SH0026253.10FU,jrk04590,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,,lichenized,,,,,,,non-aquatic,,,thallus_photosynthetic,none,none,,,chlorococcoid,
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0008363.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,Sclerococcum,Sclerococcum_ahtii;sh__SH0135176.10FU,jrk07879,Ascomycota,Eurotiomycetes,Sclerococcales,Dactylosporaceae,,lichen_parasite,fungal_decomposer,saprotroph_unspecified_some_species,,,"fungal_material,algal_material",,non-aquatic,,,filamentous_mycelium,apothecium_(hymenium_on_surface),smooth,,,,
Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Apenidiella,Apenidiella_foetida;sh__SH0103214.10FU,jrk00469,Ascomycota,Dothideomycetes,Capnodiales,Teratosphaeriaceae,,litter_saprotroph,plant_pathogen,,,leaf/fruit/seed_pathogen,leaf/fruit/seed,,non-aquatic,,,filamentous_mycelium,"perithecium_(hymenium_hidden,_narrow_opening)",closed,,,,
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0051119.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolales_fam_Incertae_sedis,Sporidiobolales_gen_Incertae_sedis,Sporidiobolales_sp;sh__SH0182745.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp;sh__SH0073870.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,Sarcoleotia,Sarcoleotia_sp;sh__SH0187063.10FU,jrk07793,Ascomycota,Geoglossomycetes,Geoglossales,Geoglossaceae,,soil_saprotroph,,,,,soil,,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,
Ascomycota,Sordariomycetes,Hypocreales,Hypocreales_fam_Incertae_sedis,Hypocreales_gen_Incertae_sedis,Hypocreales_sp;sh__SH0001667.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Suillus,Suillus_bellinii;sh__SH0145057.10FU,jrk08511,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,,ectomycorrhizal,,,,,,,non-aquatic,,Pinaceae,filamentous_mycelium,agaricoid,poroid,long-distance,/suillus-rhizopogon,,
Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,Archaeorhizomyces,Archaeorhizomyces_sp,jrk00567,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales,Archaeorhizomycetaceae,,soil_saprotroph,root-associated,,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,none,none,,,,
Ascomycota,Leotiomycetes,Helotiales,Ascocorticiaceae,Ascocorticium,Ascocorticium_sp;sh__SH0104025.10FU,jrk00657,Ascomycota,Leotiomycetes,Helotiales,Ascocorticiaceae,,wood_saprotroph,,,,,wood,,non-aquatic,,,filamentous_mycelium,other,smooth,,,,
Basidiomycota,Agaricomycetes,Agaricomycetes_ord_Incertae_sedis,Agaricomycetes_fam_Incertae_sedis,Agaricomycetes_gen_Incertae_sedis,Agaricomycetes_sp;sh__SH0031736.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Ascomycota_sp;sh__SH0058250.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetales_fam_Incertae_sedis,Saccharomycetales_gen_Incertae_sedis,Saccharomycetales_sp;sh__SH0159923.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Leotiomycetes,Helotiales,Helotiales_fam_Incertae_sedis,Helotiales_gen_Incertae_sedis,Helotiales_sp;sh__SH0134779.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,Amanita,NA,jrk00264,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,contact,/amanita,,
Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Inocybe_stellatospora;sh__SH0170146.10FU,jrk04145,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,ectomycorrhizal,,,,,,,non-aquatic,,,filamentous_mycelium,agaricoid,gills,short-distance_delicate,/inocybe,,
Ascomycota,Leotiomycetes,Leotiomycetes_ord_Incertae_sedis,Leotiomycetes_fam_Incertae_sedis,Leotiomycetes_gen_Incertae_sedis,Leotiomycetes_sp;sh__SH0155144.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,Aureobasidium_mangrovei;sh__SH0130763.10FU,jrk00798,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,,sooty_mold,litter_saprotroph,hyperviariable,foliar_endophyte,leaf/fruit/seed_pathogen,"leaf/fruit/seed,roots,animal_material,sugar-rich_substrates",,partly_aquatic,animal_parasite,,dimorphic_yeast,none,,,,,
Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Clavicipitaceae_gen_Incertae_sedis,Clavicipitaceae_sp;sh__SH0138669.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Basidiomycota_cls_Incertae_sedis,Basidiomycota_ord_Incertae_sedis,Basidiomycota_fam_Incertae_sedis,Basidiomycota_gen_Incertae_sedis,Basidiomycota_sp;sh__SH0020368.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ascomycota,Dothideomycetes,Dothideomycetes_ord_Incertae_sedis,Dothideomycetes_fam_Incertae_sedis,Dothideomycetes_gen_Incertae_sedis,Dothideomycetes_sp;sh__SH0072060.10FU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,Clavaria_falcata;sh__SH0006157.10FU,jrk01836,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,,soil_saprotroph,unspecified_symbiotroph,CHEGD_symbiotrophs,root-associated,root-associated,"roots,soil",,non-aquatic,,,filamentous_mycelium,clavarioid,smooth,,,,
Ascomycota,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
